index,source_title,source_artist,spotify_name,spotify_artists,track_id,matches,reason
327,Glad You Came,The Wanted,Glad You Came,The Wanted,5yDL13y5giogKs2fSNf7sj,True,Perfect match
328,Forever After All,Luke Combs,Forever After All,Luke Combs,6IBcOGPsniK3Pso1wHIhew,True,Perfect match
329,Trap Queen,Fetty Wap,Trap Queen,Fetty Wap,0TzxcB6dK46vgXZT2P8qeR,True,Perfect match
330,abcdefu,GAYLE,abcdefu,GAYLE,4fouWK6XVHhzl78KzQ1UjL,True,Perfect match
331,Life Goes On,Oliver Tree,Life Goes On,Oliver Tree,0eu4C55hL6x29mmeAjytzC,True,Perfect match
332,Don't Let Me Down,The Chainsmokers Featuring Daya,Don't Let Me Down,The Chainsmokers;Daya,,True,Perfect match
333,Best Day Of My Life,American Authors,Best Day Of My Life,American Authors,5Hroj5K7vLpIG4FNCRIjbP,True,Perfect match
334,Someone You Loved,Lewis Capaldi,Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,True,Perfect match
335,You Proof,Morgan Wallen,You Proof,Morgan Wallen,57a4iloBWqan5rtqPJBoVY,True,Perfect match
336,Thats What I Want,Lil Nas X,THATS WHAT I WANT,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,True,Perfect match
337,Bad Habits,Ed Sheeran,Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d,True,Perfect match
338,Faded,Alan Walker,Faded,Alan Walker,698ItKASDavgwZ3WjaWjtz,True,Perfect match
339,Heart Attack,Demi Lovato,Heart Attack,Demi Lovato,1V6gIisPpYqgFeWbMLI0bA,True,Perfect match
340,Numb Little Bug,Em Beihold,Numb Little Bug,Em Beihold,3o9kpgkIcffx0iSwxhuNI2,True,Perfect match
341,Tennessee Orange,Megan Moroney,Tennessee Orange,Megan Moroney,6DLbBlGIOjjEj0dNN25zhZ,True,Perfect match
342,On The Floor,Jennifer Lopez Featuring Pitbull,On The Floor,Jennifer Lopez;Pitbull,,True,Perfect match
343,Good 4 U,Olivia Rodrigo,good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,True,Perfect match
344,Ghost,Justin Bieber,Ghost,Justin Bieber,6I3mqTwhRpn34SLVafSH7G,True,Perfect match
345,Yo Perreo Sola,Bad Bunny,Yo Perreo Sola,Bad Bunny,0SqqAgdovOE24BzxIClpjw,True,Perfect match
346,Falling,Trevor Daniel,Falling,Trevor Daniel,0Aqi7ArnBrGblW5T6p2jmD,True,Perfect match
347,Woman,Doja Cat,Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,True,Perfect match
348,Believer,Imagine Dragons,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,True,Perfect match
349,IDGAF,Dua Lipa,IDGAF,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,True,Perfect match
350,Say So,Doja Cat Featuring Nicki Minaj,Say So,Doja Cat,,True,Perfect match
351,Budapest,George Ezra,Budapest,George Ezra,2ixsaeFioXJmMgkkbd4uj1,True,Perfect match
352,Un Ratito,Bad Bunny,Un Ratito,Bad Bunny,5CzixCxDkRXX9mScCmah8O,True,Perfect match
353,Gangsta's Paradise,Coolio Featuring L.V.,Gangsta's Paradise,Coolio;L.V.,,True,Perfect match
354,Smooth,Santana Featuring Rob Thomas,Smooth (feat. Rob Thomas),Santana;Rob Thomas,,False,Artist matches but title differs: 'Smooth' vs 'Smooth (feat. Rob Thomas)'
355,Every Breath You Take,The Police,Every Breath You Take,The Police,1JSTJqkT5qHq8MDJnJbRE1,True,Perfect match
356,""" Back in Black """,AC/DC,Back In Black,AC/DC,,True,Perfect match
357,""" Hips Don't Lie """,Shakira featuring Wyclef Jean,Hips Don't Lie (feat. Wyclef Jean),Shakira;Wyclef Jean,,False,"Artist matches but title differs: '"" Hips Don't Lie ""' vs 'Hips Don't Lie (feat. Wyclef Jean)'"
358,""" Save Your Tears """,The Weeknd,Save Your Tears,The Weeknd,,True,Perfect match
359,""" Drivers License """,Olivia Rodrigo,drivers license,Olivia Rodrigo,,True,Perfect match
360,Low,Flo Rida Featuring T-Pain,Low,Flo Rida;T-Pain,,True,Perfect match
361,""" Just Dance """,Lady Gaga featuring Colby O'Donis,Just Dance,Lady Gaga;Colby O'Donis,,True,Perfect match
362,""" Peaches """,Justin Bieber featuring Daniel Caesar and Giveon,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber;Daniel Caesar;Giveon,,False,"Artist matches but title differs: '"" Peaches ""' vs 'Peaches (feat. Daniel Caesar & Giveon)'"
363,""" Thunderstruck """,AC/DC,Thunderstruck,AC/DC,,True,Perfect match
364,""" Wind of Change """,Scorpions,Wind of Change,Scorpions,,True,Perfect match
365,""" Rock Your Baby """,George McCrae,Rock Your Baby,George McCrae,,True,Perfect match
366,Mack The Knife,Bobby Darin,Mack the Knife,Bobby Darin,3E5ndyOfO6vFDEIE42HA8o,True,Perfect match
367,The Twist,Chubby Checker,The Twist,Chubby Checker,4YCnTYbq3oL1Lqpyxg33CU,True,Perfect match
368,""" Yes Sir, I Can Boogie """,Baccara,"Yes Sir, I Can Boogie",Baccara,,True,Perfect match
369,""" Girls Just Want to Have Fun """,Cyndi Lauper,Girls Just Want to Have Fun,Cyndi Lauper,,True,Perfect match
370,""" Hound Dog """,Elvis Presley,Hound Dog,Elvis Presley,,True,Perfect match
371,""" Y.M.C.A. """,Village People,YMCA,Village People,,False,"Artist matches but title differs: '"" Y.M.C.A. ""' vs 'YMCA'"
372,Hey Jude,The Beatles,Hey Jude,The Beatles,1RP85mAmvJ8baqjP53kFJu,True,Perfect match
373,Hot Stuff,Donna Summer,Hot Stuff,Donna Summer,2zMJN9JvDlvGP4jB03l1Bz,True,Perfect match
374,No One,Alicia Keys,No One,Alicia Keys,0mZ5GyrHG908lqrHaTw4hi,True,Perfect match
375,""" Rivers of Babylon """,Boney M.,Rivers of Babylon,Boney M.,,True,Perfect match
376,""" Fernando """,ABBA,Fernando,ABBA,,True,Perfect match
377,"Sugar, Sugar",The Archies,Sugar Sugar,The Archies,3iSws76HjaU7k49EqJVTfF,True,Perfect match
378,How Do I Live,LeAnn Rimes,How Do I Live,LeAnn Rimes,7BD50ATrF3Vab5FQy7vtK8,True,Perfect match
379,Eye Of The Tiger,Survivor,Eye of the Tiger,Survivor,2HHtWyy5CgaQbC7XSoOb0e,True,Perfect match
380,I Love Rock 'N Roll,Joan Jett & The Blackhearts,I Love Rock 'N Roll,Joan Jett & the Blackhearts,2Cdvbe2G4hZsnhNMKyGrie,True,Perfect match
381,End Of The Road,Boyz II Men,End Of The Road,Boyz II Men,3l3xTXsUXeWlkPqzMs7mPD,True,Perfect match
382,Call Me,Blondie,Call Me,Blondie,7HKxTNVlkHsfMLhigmhC0I,True,Perfect match
383,""" My Sharona """,The Knack,My Sharona,The Knack,,True,Perfect match
384,""" Hello """,Adele,Hello,Adele,,True,Perfect match
385,Centerfold,The J. Geils Band,Centerfold,The J. Geils Band,1ynmMEK1fkyiZ6Z6F3ThEt,True,Perfect match
386,How Deep Is Your Love,Bee Gees,How Deep Is Your Love,Bee Gees,2JoZzpdeP2G6Csfdq5aLXP,True,Perfect match
387,""" Bohemian Rhapsody """,Queen,Bohemian Rhapsody,Queen,,True,Perfect match
388,""" Highway to Hell """,AC/DC,Highway to Hell,AC/DC,,True,Perfect match
389,""" Candle in the Wind 1997 """,Elton John,Candle In The Wind 1997,Elton John,,True,Perfect match
390,I'm A Believer,The Monkees,I'm a Believer,The Monkees,3G7tRC24Uh09Hmp1KZ7LQ2,True,Perfect match
391,""" Love Story """,Taylor Swift,Love Story,Taylor Swift,,True,Perfect match
392,""" Diana """,Paul Anka,Diana,Paul Anka,,True,Perfect match
393,""" Don't Stop Believin ' """,Journey,Don't Stop Believin',Journey,,True,Perfect match
394,""" It's Now or Never """,Elvis Presley,It's Now or Never,Elvis Presley,,True,Perfect match
395,""" Smells Like Teen Spirit """,Nirvana,Smells Like Teen Spirit,Nirvana,,True,Perfect match
396,""" Africa """,Toto,Africa,TOTO,,True,Perfect match
397,""" September ""","Earth, Wind & Fire",September,"Earth, Wind & Fire",,True,Perfect match
398,""" Montero (Call Me by Your Name) """,Lil Nas X,MONTERO (Call Me By Your Name),Lil Nas X,,True,Perfect match
399,""" Livin' on a Prayer """,Bon Jovi,Livin' On A Prayer,Bon Jovi,,True,Perfect match
400,""" Ain't No Mountain High Enough """,Marvin Gaye,Ain't No Mountain High Enough,Marvin Gaye;Tammi Terrell,,True,Perfect match
401,Upside Down,Diana Ross,Upside Down,Diana Ross,3pbtBomO4Zt5gGiqsYeiBH,True,Perfect match
402,I'Ll Make Love To You,Boyz II Men,I'll Make Love To You,Boyz II Men,7dfl9X38RhIvB3oSmmneq3,True,Perfect match
403,(Everything I Do) I Do It For You,Bryan Adams,(Everything I Do) I Do It For You,Bryan Adams,1Eb90nmqTrxylKFhcUzW8P,True,Perfect match
404,""" Poker Face """,Lady Gaga,Poker Face,Lady Gaga,,True,Perfect match
405,""" Butter """,BTS,Butter,BTS,,True,Perfect match
406,I Want To Hold Your Hand,The Beatles,I Want To Hold Your Hand,The Beatles,5Qe7NHxeLAn8KoLTNLSdwe,True,Perfect match
407,""" Rock Around the Clock """,Bill Haley & His Comets,Rock Around The Clock,Bill Haley & His Comets,,True,Perfect match
408,""" I'm Yours """,Jason Mraz,I'm Yours,Jason Mraz,,True,Perfect match
409,Stayin' Alive,Bee Gees,Stayin Alive,Bee Gees,3mRM4NM8iO7UBqrSigCQFH,True,Perfect match
410,How You Remind Me,Nickelback,How You Remind Me,Nickelback,0gmbgwZ8iqyMPmXefof8Yf,True,Perfect match
411,""" Despacito """,Luis Fonsi featuring Daddy Yankee,Despacito,Luis Fonsi;Daddy Yankee,,True,Perfect match
412,""" Someone Like You """,Adele,Someone Like You,Adele,,True,Perfect match
413,""" You Shook Me All Night Long """,AC/DC,You Shook Me All Night Long,AC/DC,,True,Perfect match
414,You're Still The One,Shania Twain,You're Still The One,Shania Twain,3x2ksaXI6EZUWidE2BiLXy,True,Perfect match
415,""" Kung Fu Fighting """,Carl Douglas,Kung Fu Fighting,Carl Douglas,,True,Perfect match
416,It's You,Sezairi,It's You,Sezairi,7rdnB5DAyPbaj51TCQRcqW,True,Perfect match
417,Gvnman Shift,Skeng,Gvnman Shift,Skeng,4y0AUgG6XhQac3a6Li93QU,True,Perfect match
418,To the Bone,Pamungkas,To the Bone,Pamungkas,5pvlSx0s2w3nKuyfrFnYBZ,True,Perfect match
419,I Love You So,The Walters,I Love You So,The Walters,4SqWKzw0CbA05TGszDgMlc,True,Perfect match
420,Yours,JIN,Yours,JIN,66sBTYlkaiyBwf4fhbIHlZ,True,Perfect match
421,Rare,Nas,Rare,Nas,465eCPwUAz2qz7IdQaxUui,True,Perfect match
422,Crocodile Teeth,Skillibeng,Crocodile Teeth,Skillibeng,2QXv4NKNCuqCDmOTwcOjrN,True,Perfect match
423,Binibini,Zack Tabudlo,Binibini,Zack Tabudlo,55RMhrPQYA6vLu5YMgXxFD,True,Perfect match
424,Dandelions,Ruth B.,Dandelions,Ruth B.,2eAvDnpXP5W0cVtiI0PUxV,True,Perfect match
425,West Indies,KOFFEE,West Indies,Koffee,2OFvClbKLxtHeVMb3O1pOX,True,Perfect match
426,Pretty Like a Rose,Jah Vinci,Pretty Like a Rose,Jah Vinci,07wAl2Bu0iJMDBv12Gcxn5,True,Perfect match
427,Deprivation,SQUASH,Deprivation,Squash,347JT3IGkLpE6lf3uIY7X1,True,Perfect match
428,Build a Bitch,Bella Poarch,Build a Bitch,Bella Poarch,7BoobGhD4x5K96Me0hqC8Q,True,Perfect match
429,At My Worst,Pink Sweat$,At My Worst,Pink Sweat$,00yCFRFQLu3OAhGahgVimh,True,Perfect match
430,もしも命が描けたら,YOASOBI,もしも命が描けたら,YOASOBI,5WYTSyhKonzQZ3hu14LNr6,True,Perfect match
431,10 NUMARA,Lvbel C5,10 NUMARA,Lvbel C5,6GDpxEOvaXS0nbqSrFtDAQ,True,Perfect match
432,Come My Way,Wande Coal,Come My Way (Mixed),Wande Coal,6fE4kU5eTm4cKOV0tRoXPo,False,Artist matches but title differs: 'Come My Way' vs 'Come My Way (Mixed)'
433,Rolling Calf,Chronic Law,Rolling Calf,Chronic Law,1hfrTJNyCr6DNk593dvfdw,True,Perfect match
434,Arıyorum,EDIS,Arıyorum,EDIS,6g6MHm9u0h2Em9Xuk89eqR,True,Perfect match
435,炎,LiSA,炎,LiSA,0cSkn2l67csUljEy0EEBPn,True,Perfect match
436,Martılar,EDIS,Martılar,EDIS,1xEpgyKx4ZHtefFAh0SmU5,True,Perfect match
437,踊,Ado,踊,Ado,7z6qHGEKxRtwtYym2epV7l,True,Perfect match
438,Life Goes On,BTS,Life Goes On,BTS,5FVbvttjEvQ8r2BgUcJgNg,True,Perfect match
439,群青,YOASOBI,群青,YOASOBI,1zd35Y44Blc1CwwVbW3Qnk,True,Perfect match
440,もう少しだけ,YOASOBI,もう少しだけ,YOASOBI,2pXmohBUnD5Li93sgpbPSg,True,Perfect match
441,三原色,YOASOBI,三原色,YOASOBI,3FUCuf498nFHJXFYR1V9Bd,True,Perfect match
442,Film out,BTS,Film out,BTS,3UHPGOkUcE4hE7sqBF4Snt,True,Perfect match
443,水平線,back number,水平線,back number,3RvdkNMcSy71m0aT6UF9Uf,True,Perfect match
444,ラブレター,YOASOBI,ラブレター,YOASOBI,185Wm4Mx09dQG0fUktklDm,True,Perfect match
445,Seni Dert Etmeler,Madrigal,Seni Dert Etmeler,Madrigal,10n66m41IGjA2ZulKPK7Ew,True,Perfect match
446,海のリビング,鈴木鈴木,海のリビング,鈴木鈴木,0I1D4fOSlNL2L7tfPHBpuh,True,Perfect match
447,明け星,LiSA,明け星,LiSA,60iYkEAcSpAFcsjRrgTlrc,True,Perfect match
448,踊り子,Vaundy,踊り子,Vaundy,1YXot2MLAG9sttepCtBRM7,True,Perfect match
449,残響散歌,Aimer,残響散歌,Aimer,7v8wKvNQQIxkugCFFjrkaO,True,Perfect match
450,一途,King Gnu,一途,King Gnu,7ncPjJBktLEOpstY5JOUMK,True,Perfect match
451,裸の勇者,Vaundy,裸の勇者,Vaundy,3k64vNcgYPkETG7TNgpW4o,True,Perfect match
452,Tell Me Something Good,Ewan McVicar,Tell Me Something Good,Ewan McVicar,5krhFNgUcYHwXlNPJJYzFM,True,Perfect match
453,Happier Than Ever,ASTN,Happier Than Ever,ASTN,0xWWwyvYD1mEmaGTOiP0SU,True,Perfect match
454,Krvn,UZI,Krvn,UZI,4a1WLOoydq7u011UG9jjC9,True,Perfect match
455,BOY,King Gnu,BOY,King Gnu,4UShpOJdauir54vMuaFLEV,True,Perfect match
456,Nangangamba,Zack Tabudlo,Nangangamba,Zack Tabudlo,1dcNEEtODRVZEevQ20Cgmy,True,Perfect match
457,在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),告五人,在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),告五人,1Ytgo9ipdlTsf6wlg6sXf3,True,Perfect match
458,ZITTI E BUONI,Måneskin,ZITTI E BUONI,Måneskin,776AftMmFFAWUIEAb3lHhw,True,Perfect match
459,Without You,高爾宣 OSN,Without You,高爾宣 OSN,0KWnRv3wxjltYVB3MqjNd2,True,Perfect match
460,披星戴月的想你,告五人,披星戴月的想你,告五人,7tgzj2IqzSgUpxUhjmcF5m,True,Perfect match
461,夜に駆ける,YOASOBI,夜に駆ける,YOASOBI,6MCjmGYlw6mQVWRFVgBRvB,True,Perfect match
462,告白氣球,Jay Chou,告白氣球,Jay Chou,2tqF9MPNdYdJU70U0ULO23,True,Perfect match
463,七里香,Jay Chou,七里香,Jay Chou,57w29bSwdIZ6gr6xXOqwc1,True,Perfect match
464,一派輕鬆,許光漢,一派輕鬆,許光漢,36JeQiNJvvpnCTZCDDgKuB,True,Perfect match
465,好不容易 (《華燈初上》片尾曲),告五人,好不容易 (《華燈初上》片尾曲),告五人,6jNy9WM3zyvG9E5bdVALl8,True,Perfect match
466,愛人錯過,告五人,愛人錯過,告五人,27FOde2nUw0pFuj7hlPbaS,True,Perfect match
467,12 Bande,Varinder Brar,12 Bande,Varinder Brar,5ijrt6SFr0EsV9sQoze27U,True,Perfect match
468,不為誰而作的歌,JJ LIN,不為誰而作的歌,JJ Lin,,True,Perfect match
469,夜曲,Jay Chou,夜曲,Jay Chou,1oLmDOpJtIMFdRFBXdnOvj,True,Perfect match
470,交換餘生,JJ LIN,交換餘生,JJ Lin,4daA20tBusVX29bUWgd8Dw,True,Perfect match
471,可惜沒如果,JJ LIN,可惜沒如果,JJ Lin,0E8P8DNhj10IAF62AAjpgd,True,Perfect match
472,唯一 (三立/台視戲劇《戀愛是科學》插曲),告五人,唯一 (三立/台視戲劇《戀愛是科學》插曲),告五人,19fp9nI0tq0lcBl7XoCHAb,True,Perfect match
473,關鍵詞,JJ LIN,關鍵詞,JJ Lin,,True,Perfect match
474,黑夜問白天,JJ LIN,黑夜問白天,JJ Lin,5KNh5YQgfduzV4028Cfh3J,True,Perfect match
475,稻香,Jay Chou,稻香,Jay Chou,69pyHCoBn4Ki0BzDJ2xPGI,True,Perfect match
476,人類不宜飛行,Dear Jane,人類不宜飛行,Dear Jane,73889xyvOm67A8KZQppfhR,True,Perfect match
477,晴天,Jay Chou,晴天,Jay Chou,5pIcwtJYNJx93l420oR2Vm,True,Perfect match
478,Habang Buhay,Zack Tabudlo,Habang Buhay,Zack Tabudlo,63bmIgH9sS6sX5Sc7MetGq,True,Perfect match
479,Feelinga,Garry Sandhu,Feelinga,Garry Sandhu,2DzEnsDbTLHwPuIMAB2z0P,True,Perfect match
480,Christmas EveL,Stray Kids,Christmas EveL,Stray Kids,5npCUsfrlhdyjxyCa32maW,True,Perfect match
481,L'ultima notte,ARIETE,L'ultima notte,ARIETE,63mdY4U0KvnbMkUEc7FHN8,True,Perfect match
482,Play Date,Melanie Martinez,Play Date,Melanie Martinez,4DpNNXFMMxQEKl7r0ykkWA,True,Perfect match
483,Shiddat Title Track,Manan Bhardwaj,Shiddat Title Track,Manan Bhardwaj,5O9jxRlG72h1sYxtqWwUcF,True,Perfect match
484,Baaraat,Ritviz、Nucleya,Baaraat,Ritviz;Nucleya,0YLSjVxSb5FT1Bo8Tnxr8j,False,Title matches but artist differs: 'Ritviz、Nucleya' vs 'Ritviz;Nucleya'
485,うっせぇわ,Ado,うっせぇわ,Ado,61KYsWS25JXUO4fGb1138X,True,Perfect match
486,往け,LiSA,往け,LiSA,4cDm9C5jhBiIyYxVhQmMwB,True,Perfect match
487,Godly,Omah Lay,Godly,Omah Lay,6NgjdJrK7Bpyvsm8yDtx4H,True,Perfect match
488,Only God Can Judge Me,NSG、MIST,Only God Can Judge Me,NSG;MIST,7F1FBu1Xy1DWKGTMxpyIho,False,Title matches but artist differs: 'NSG、MIST' vs 'NSG;MIST'
489,Time After Time,Cyndi Lauper,Time After Time,Cyndi Lauper,7o9uu2GDtVDr9nsR7ZRN73,True,Perfect match
490,Steal My Love,Dan + Shay,Steal My Love,Dan + Shay,0vzSAyinyA619ZbrOaAi04,True,Perfect match
491,Envolver,Anitta,Envolver,Anitta,3IAfUEeaXRX9s9UdKOJrFI,True,Perfect match
492,Another Love,Tom Odell,Another Love,Tom Odell,3JvKfv6T31zO0ini8iNItO,True,Perfect match
493,DOMINO,Stray Kids,DOMINO,Stray Kids,6Ib6RkvLBMD85bov85apSL,True,Perfect match
494,Red Lights (Bang Chan & Hyunjin),Stray Kids,"Red Lights (Bang Chan, Hyunjin)",Stray Kids,0LatE4S9UtCDwIdGQsFFKL,True,Perfect match
495,Deja Vu,ATEEZ,Deja Vu,ATEEZ,3zmrdOtnOogqLllz26WLZ3,True,Perfect match
496,We Fell in Love in October,girl in red,we fell in love in october,girl in red,6IPwKM3fUUzlElbvKw2sKl,True,Perfect match
497,Infinity,Jaymes Young,Infinity,Jaymes Young,1SOClUWhOi8vHZYMz3GluK,True,Perfect match
498,Apocalypse,Cigarettes After Sex,Apocalypse,Cigarettes After Sex,1oAwsWBovWRIp7qLMGPIet,True,Perfect match
499,I Hate Alabama,Conner Smith,I Hate Alabama,Conner Smith,1wCVQcDD1DMKp0jxtQmEBp,True,Perfect match
500,怪物,YOASOBI,怪物,YOASOBI,2vjY3jGKElvqXoaGNEuYef,True,Perfect match
501,Lilac,IU,LILAC,IU,5xrtzzzikpG3BLbo4q1Yul,True,Perfect match
502,Alien Blues,Vundabar,Alien Blues,Vundabar,11iIikXxC6NP0Ma8vMD27x,True,Perfect match
503,STEREOTYPE,STAYC,STEREOTYPE,STAYC,2bZIDMpzVooosmPHn0tHnd,True,Perfect match
504,On The Ground,ROSÉ,On The Ground,ROSÉ,2pn8dNVSpYnAtlKFC8Q0DJ,True,Perfect match
505,Gone,ROSÉ,Gone,ROSÉ,2dHoVW9AxJVSRebPRyV2aA,True,Perfect match
506,ONLY,LeeHi,ONLY,LeeHi,6TBJkXHPhu3EsMk1bshwuI,True,Perfect match
507,LOCO,ITZY,LOCO,ITZY,56Yxkm62GtEpnPyG7TvwLY,True,Perfect match
508,Romantic Sunday,"CAR, THE GARDEN",Romantic Sunday,"Car, the garden",16YZbdkJtyvsjV8UKOwQBB,True,Perfect match
509,The Feels,TWICE,The Feels,TWICE,308Ir17KlNdlrbVLHWhlLe,True,Perfect match
510,Savage,aespa,Savage,aespa,3dbLT62Cvs46Ju7a8gpr36,True,Perfect match
511,Thunderous,Stray Kids,Thunderous,Stray Kids,0nwTMzpatarzvLvtwwzdCt,True,Perfect match
512,XOXO,JEON SOMI,XOXO,JEON SOMI,4r34Yi0eltsu1tp6z4lq3x,True,Perfect match
513,SCIENTIST,TWICE,SCIENTIST,TWICE,0BJMgVrnWIvgYsjq8KaPeh,True,Perfect match
514,ELEVEN,IVE,ELEVEN,IVE,7n2FZQsaLb7ZRfRPfEeIvr,True,Perfect match
515,ZOO,TAEYONG、JENO、HENDERY、YANGYANG、GISELLE,ZOO,TAEYONG;JENO;HENDERY;YANGYANG;GISELLE,7eVu7FI02cTicLEgVtUvwF,False,Title matches but artist differs: 'TAEYONG、JENO、HENDERY、YANGYANG、GISELLE' vs 'TAEYONG;JENO;HENDERY;YANGYANG;GISELLE'
516,Berlín,Aitana,Berlín,Aitana,5N5GaRpXYZl5ZKKU5a5LtH,True,Perfect match
517,Tujhe Kitna Chahne Lage,Arijit Singh,Tujhe Kitna Chahne Lage,Arijit Singh,2Fv2injs4qAm8mJBGaxVKU,True,Perfect match
518,"Mann Bharryaa 2.0 (From ""Shershaah"")",B. Praak,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,,True,Perfect match
519,Lover,Diljit Dosanjh,Lover,Diljit Dosanjh,0XwRlvv3KlOu4HWlOH34XG,True,Perfect match
520,Bijlee Bijlee,Harrdy Sandhu,Bijlee Bijlee,Harrdy Sandhu,1iZLpuGMr4tn1F5bZu32Kb,True,Perfect match
521,Hot Sauce,NCT DREAM,Hot Sauce,NCT DREAM,6B8MM3PVQtUbZLay7tP7er,True,Perfect match
522,Friendships (Lost My Love) [feat. Leony!],Pascal Letoublon,Friendships,Pascal Letoublon,,False,Artist matches but title differs: 'Friendships (Lost My Love) [feat. Leony!]' vs 'Friendships'
523,Queendom,Red Velvet,Queendom,Red Velvet,6SpPr7K4YQ2wp8jU6uOTmQ,True,Perfect match
524,Here's Your Perfect,Jamie Miller,Here's Your Perfect,Jamie Miller,2aTKrdenCq5qBOoJPFdn4P,True,Perfect match
525,一路向北,Jay Chou,一路向北,Jay Chou,7KoqEF76fGnDYdxTSHLxcm,True,Perfect match
526,Rock,Olamide,Rock,Olamide,3N3PWNgtiqsdLY5PQTKw6w,True,Perfect match
527,Understand,Omah Lay,understand,Omah Lay,6oOCGD2Sp9UTcDsuDz8Hdu,True,Perfect match
528,Petite,NSG,Petite,NSG,24ULbF2UnOeMbkmkGriTBc,True,Perfect match
529,Anoti,WizKid,Anoti,Wizkid,60lUecrFeE2t6QMJ1Nmsve,True,Perfect match
530,Free My Mind,Omah Lay,Free My Mind,Omah Lay,2NcJDSpMJsbyabOLoa00GM,True,Perfect match
531,Ozumba Mbadiwe,Reekado Banks,Ozumba Mbadiwe,Reekado Banks,4NLFnAPoMAiuuK8iXnit6W,True,Perfect match
532,Beggin,Måneskin,Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,True,Perfect match
533,FEVER,ENHYPEN,FEVER,ENHYPEN,0UzymivvUH5s8z4PeWZJaK,True,Perfect match
534,I WANNA BE YOUR SLAVE,Måneskin,I WANNA BE YOUR SLAVE,Måneskin,4pt5fDVTg5GhEvEtlz9dKk,True,Perfect match
535,MONEY,LISA,MONEY,LISA,7hU3IHwjX150XLoTVmjD0q,True,Perfect match
536,Over,Lucky Daye,Over,Lucky Daye,23CKxEwKWsLs6LD5poGOLM,True,Perfect match
537,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,Masked Wolf,3Ofmpyhv5UAQ70mENzB277,True,Perfect match
538,Permission to Dance,BTS,Permission to Dance,BTS,3XYRV7ZSHqIRDG87DKTtry,True,Perfect match
539,Pepas,Farruko,Pepas,Farruko,5fwSHlTEWpluwOM0Sxnh5k,True,Perfect match
540,Love Me Like That,SAM KIM,Love Me Like That,Sam Kim,1lhm29o3syw122xynSKaAK,True,Perfect match
541,Next Level,aespa,Next Level,aespa,2zrhoHlFKxFTRF5aMyxMoQ,True,Perfect match
542,Double Take,dhruv,double take,dhruv,0QzuaeCEEOV40Pn7IvKEny,True,Perfect match
543,LALISA,LISA,LALISA,LISA,7uQZVznj0uQOGC9KhV2Mg6,True,Perfect match
544,Ramenez la coupe à la maison,Vegedream,Ramenez la coupe à la maison,Vegedream,45eY7Qi2PDUs8WJEhjGWdN,True,Perfect match
545,Merry Christmas Everyone,Shakin' Stevens,Merry Christmas Everyone,Shakin' Stevens,2TE4xW3ImvpltVU0cPcKUn,True,Perfect match
546,Alone With You,Arz,Alone With You,Arz,0W7brFokN6QtGRNp32RCQP,True,Perfect match
547,Drawer,10cm,Drawer,10cm,1OQ3PoRZRtE7RH0NIh3p1O,True,Perfect match
548,Goat,Sidhu Moose Wala,GOAT,Sidhu Moose Wala,0a0hk7WwRKaUAmHWFnlMGE,True,Perfect match
549,A-O-K,Tai Verdes,A-O-K,Tai Verdes,1sx0XsWUusUoPstbvokZjP,True,Perfect match
550,Luna,Diljit Dosanjh,Luna,Diljit Dosanjh,1Hy2ZRkFGC3P47r6lDX2sy,True,Perfect match
551,Champagne,Diljit Dosanjh,Champagne,Diljit Dosanjh,7fYE7BT9Na8XpALQwuhIwX,True,Perfect match
552,SHORTY QUE TE VAYA BN <3,Rels B,SHORTY QUE TE VAYA BN <3,Rels B,3CQDFLetMMxD5hzAnUk410,True,Perfect match
553,Parshawan,Harnoor,Parshawan,Harnoor,5PJD4GxyJBHykpj8NKBOKz,True,Perfect match
554,295,Sidhu Moose Wala,295,Sidhu Moose Wala,5ira9VcDBJhaEVSrbHOlIK,True,Perfect match
555,I'm a B,Hwa Sa,I`m a B,Hwa Sa,1AToLLvWghQgiBFef1iGuR,True,Perfect match
556,Top Notch Gabru,Vicky,Top Notch Gabru,Vicky,2ugxPaIQrP1OWIdpgPYh7E,True,Perfect match
557,Vibe,Diljit Dosanjh,Vibe,Diljit Dosanjh,44gJjTJwY4eba0jpNnrlld,True,Perfect match
558,Chitta,Manan Bhardwaj,Chitta,Manan Bhardwaj,6JUQViD0hLXlvWXCV4uUF8,True,Perfect match
559,Kina Chir,The PropheC,Kina Chir,The PropheC,2jrKt7TeBeDtmLBZ3grQQj,True,Perfect match
560,We Rollin,Shubh,We Rollin,Shubh,6ZYxNjuAU9Vy3VtF6W1dtE,True,Perfect match
